STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE;REVENUE;NUMBER_OF_SALES;TRANSACTION_DATE;DAY_NAME;MONTH_NAME;HOUR_OF_DAY;DAY_CLASSIFICATION;TRANSACTION_TIME;TIME_CATEGORISATIONS
Astoria;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/05/22;Mon;May;7;Weekday;07:48:16.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/05/22;Mon;May;9;Weekday;09:17:42.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;9;1;2023/05/22;Mon;May;9;Weekday;09:25:09.000;Morning
Hell's Kitchen;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/22;Mon;May;9;Weekday;09:50:24.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/22;Mon;May;10;Weekday;10:29:21.000;Morning
Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea;6;1;2023/05/22;Mon;May;11;Weekday;11:22:16.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/05/22;Mon;May;12;Weekday;12:05:21.000;Afternoon
Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee;6;1;2023/05/22;Mon;May;12;Weekday;12:39:48.000;Afternoon
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/05/22;Mon;May;13;Weekday;13:10:33.000;Afternoon
Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/05/22;Mon;May;13;Weekday;13:18:07.000;Afternoon
Astoria;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/05/22;Mon;May;14;Weekday;14:09:53.000;Afternoon
Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/05/22;Mon;May;15;Weekday;15:00:28.000;Afternoon
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/22;Mon;May;15;Weekday;15:58:42.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/05/22;Mon;May;16;Weekday;16:28:05.000;Evening
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;12;1;2023/05/22;Mon;May;16;Weekday;16:37:33.000;Evening
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/05/22;Mon;May;17;Weekday;17:51:09.000;Evening
Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;1,6;1;2023/05/22;Mon;May;18;Weekday;18:11:49.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/05/22;Mon;May;18;Weekday;18:30:45.000;Evening
Astoria;Coffee;Espresso shot;Barista Espresso;3;1;2023/05/22;Mon;May;19;Weekday;19:17:54.000;Evening
Lower Manhattan;Flavours;Hazelnut syrup;Regular syrup;1,6;1;2023/05/23;Tue;May;6;Weekday;06:48:37.000;Morning
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/23;Tue;May;6;Weekday;06:56:20.000;Morning
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;7,5;1;2023/05/23;Tue;May;8;Weekday;08:40:38.000;Morning
Hell's Kitchen;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/23;Tue;May;9;Weekday;09:31:14.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;13,5;1;2023/05/23;Tue;May;10;Weekday;10:55:29.000;Morning
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/05/23;Tue;May;13;Weekday;13:05:25.000;Afternoon
Astoria;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/05/23;Tue;May;14;Weekday;14:04:24.000;Afternoon
Hell's Kitchen;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/23;Tue;May;14;Weekday;14:41:39.000;Afternoon
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/05/23;Tue;May;15;Weekday;15:07:11.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/05/23;Tue;May;15;Weekday;15:17:03.000;Afternoon
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/05/23;Tue;May;15;Weekday;15:55:54.000;Afternoon
Astoria;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/05/23;Tue;May;15;Weekday;15:57:29.000;Afternoon
Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;4;1;2023/05/23;Tue;May;17;Weekday;17:13:40.000;Evening
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;4,2;1;2023/05/24;Wed;May;8;Weekday;08:01:52.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/05/24;Wed;May;8;Weekday;08:27:26.000;Morning
Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/05/24;Wed;May;8;Weekday;08:38:45.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/05/24;Wed;May;8;Weekday;08:44:41.000;Morning
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;10,5;1;2023/05/24;Wed;May;9;Weekday;09:27:21.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/05/24;Wed;May;10;Weekday;10:05:56.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/05/24;Wed;May;11;Weekday;11:17:26.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;7,5;1;2023/05/24;Wed;May;11;Weekday;11:30:51.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/05/24;Wed;May;12;Weekday;12:29:07.000;Afternoon
Lower Manhattan;Bakery;Ginger Scone;Scone;5,3;1;2023/05/24;Wed;May;14;Weekday;14:00:09.000;Afternoon
Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/05/24;Wed;May;16;Weekday;16:26:24.000;Evening
Astoria;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/05/24;Wed;May;16;Weekday;16:27:44.000;Evening
Astoria;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/24;Wed;May;16;Weekday;16:46:32.000;Evening
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/05/24;Wed;May;19;Weekday;19:58:50.000;Evening
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/05/25;Thu;May;6;Weekday;06:11:30.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;3;1;2023/05/25;Thu;May;7;Weekday;07:14:06.000;Morning
Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;2,55;1;2023/05/25;Thu;May;7;Weekday;07:38:10.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/05/25;Thu;May;8;Weekday;08:09:03.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/05/25;Thu;May;8;Weekday;08:30:29.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/05/25;Thu;May;8;Weekday;08:35:39.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/05/25;Thu;May;9;Weekday;09:46:59.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/05/25;Thu;May;10;Weekday;10:17:59.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;9,3;1;2023/05/25;Thu;May;10;Weekday;10:35:20.000;Morning
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/25;Thu;May;10;Weekday;10:42:40.000;Morning
Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea;9;1;2023/05/25;Thu;May;10;Weekday;10:54:00.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/05/25;Thu;May;12;Weekday;12:39:49.000;Afternoon
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;4,2;1;2023/05/25;Thu;May;12;Weekday;12:51:26.000;Afternoon
Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/05/25;Thu;May;12;Weekday;12:54:55.000;Afternoon
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/25;Thu;May;12;Weekday;12:58:37.000;Afternoon
Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/05/25;Thu;May;14;Weekday;14:40:44.000;Afternoon
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/05/25;Thu;May;16;Weekday;16:39:01.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;2;1;2023/05/25;Thu;May;17;Weekday;17:24:32.000;Evening
Astoria;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/25;Thu;May;19;Weekday;19:40:21.000;Evening
Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/05/25;Thu;May;19;Weekday;19:56:48.000;Evening
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/26;Fri;May;6;Weekday;06:50:09.000;Morning
Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/05/26;Fri;May;6;Weekday;06:52:22.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;10,5;1;2023/05/26;Fri;May;7;Weekday;07:33:36.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/05/26;Fri;May;8;Weekday;08:24:32.000;Morning
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/26;Fri;May;8;Weekday;08:25:39.000;Morning
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/05/26;Fri;May;10;Weekday;10:31:40.000;Morning
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/05/26;Fri;May;10;Weekday;10:35:33.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/05/26;Fri;May;11;Weekday;11:59:47.000;Morning
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/05/26;Fri;May;14;Weekday;14:03:23.000;Afternoon
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;9;1;2023/05/26;Fri;May;16;Weekday;16:40:43.000;Evening
Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/05/26;Fri;May;17;Weekday;17:24:19.000;Evening
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/05/26;Fri;May;17;Weekday;17:35:50.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;5,3;1;2023/05/27;Sat;May;7;Weekend;07:52:20.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/05/27;Sat;May;8;Weekend;08:37:40.000;Morning
Astoria;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/05/27;Sat;May;8;Weekend;08:43:20.000;Morning
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;7,5;2;2023/05/27;Sat;May;9;Weekend;09:06:24.000;Morning
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/05/27;Sat;May;9;Weekend;09:29:29.000;Morning
Astoria;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/27;Sat;May;9;Weekend;09:33:19.000;Morning
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/27;Sat;May;10;Weekend;10:04:53.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/05/27;Sat;May;10;Weekend;10:08:05.000;Morning
Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/05/27;Sat;May;10;Weekend;10:15:14.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/05/27;Sat;May;10;Weekend;10:24:03.000;Morning
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/05/27;Sat;May;10;Weekend;10:31:53.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/05/27;Sat;May;10;Weekend;10:33:27.000;Morning
Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/05/27;Sat;May;13;Weekend;13:34:16.000;Afternoon
Hell's Kitchen;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/05/27;Sat;May;13;Weekend;13:37:38.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/05/27;Sat;May;14;Weekend;14:34:25.000;Afternoon
Hell's Kitchen;Coffee;Latte;Barista Espresso;3,75;1;2023/05/27;Sat;May;18;Weekend;18:19:44.000;Evening
Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/05/27;Sat;May;19;Weekend;19:51:01.000;Evening
Hell's Kitchen;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/05/27;Sat;May;20;Weekend;20:19:20.000;Night
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/05/28;Sun;May;7;Weekend;07:56:46.000;Morning
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/05/28;Sun;May;8;Weekend;08:24:47.000;Morning
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/05/28;Sun;May;8;Weekend;08:38:05.000;Morning
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/28;Sun;May;11;Weekend;11:32:32.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/28;Sun;May;12;Weekend;12:11:07.000;Afternoon
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/05/28;Sun;May;12;Weekend;12:50:02.000;Afternoon
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/05/28;Sun;May;12;Weekend;12:48:59.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/05/28;Sun;May;14;Weekend;14:24:02.000;Afternoon
Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/05/28;Sun;May;14;Weekend;14:25:40.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/05/28;Sun;May;15;Weekend;15:42:13.000;Afternoon
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/28;Sun;May;16;Weekend;16:03:45.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/05/28;Sun;May;16;Weekend;16:15:30.000;Evening
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/05/28;Sun;May;16;Weekend;16:16:42.000;Evening
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/05/28;Sun;May;16;Weekend;16:30:18.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/05/28;Sun;May;16;Weekend;16:47:54.000;Evening
Astoria;Bakery;Almond Croissant;Pastry;3,75;1;2023/05/28;Sun;May;19;Weekend;19:38:14.000;Evening
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/05/29;Mon;May;7;Weekday;07:23:38.000;Morning
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/05/29;Mon;May;7;Weekday;07:33:47.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/05/29;Mon;May;8;Weekday;08:10:33.000;Morning
Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee;2,2;1;2023/05/29;Mon;May;8;Weekday;08:14:46.000;Morning
Astoria;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/29;Mon;May;10;Weekday;10:35:35.000;Morning
Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/05/29;Mon;May;10;Weekday;10:49:26.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/05/29;Mon;May;13;Weekday;13:29:45.000;Afternoon
Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;2,55;1;2023/05/29;Mon;May;14;Weekday;14:52:22.000;Afternoon
Astoria;Coffee;Latte;Barista Espresso;3,75;1;2023/05/29;Mon;May;15;Weekday;15:56:33.000;Afternoon
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/29;Mon;May;17;Weekday;17:21:08.000;Evening
Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/05/29;Mon;May;18;Weekday;18:00:55.000;Evening
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/05/29;Mon;May;19;Weekday;19:00:12.000;Evening
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/05/30;Tue;May;7;Weekday;07:47:52.000;Morning
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/05/30;Tue;May;7;Weekday;07:57:48.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/05/30;Tue;May;8;Weekday;08:14:32.000;Morning
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/05/30;Tue;May;8;Weekday;08:19:10.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;7,5;1;2023/05/30;Tue;May;8;Weekday;08:39:51.000;Morning
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/05/30;Tue;May;9;Weekday;09:12:01.000;Morning
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;12,75;1;2023/05/30;Tue;May;9;Weekday;09:14:25.000;Morning
Lower Manhattan;Loose Tea;Lemon Grass;Herbal tea;8,95;1;2023/05/30;Tue;May;9;Weekday;09:43:36.000;Morning
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/05/30;Tue;May;9;Weekday;09:47:43.000;Morning
Hell's Kitchen;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/05/30;Tue;May;10;Weekday;10:17:54.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/05/30;Tue;May;10;Weekday;10:28:31.000;Morning
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/05/30;Tue;May;11;Weekday;11:29:08.000;Morning
Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/05/30;Tue;May;11;Weekday;11:32:47.000;Morning
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/05/30;Tue;May;15;Weekday;15:38:59.000;Afternoon
Lower Manhattan;Coffee;Latte;Barista Espresso;7,5;1;2023/05/31;Wed;May;6;Weekday;06:41:08.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/05/31;Wed;May;7;Weekday;07:17:05.000;Morning
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/31;Wed;May;7;Weekday;07:40:26.000;Morning
Astoria;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/05/31;Wed;May;8;Weekday;08:08:18.000;Morning
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/05/31;Wed;May;8;Weekday;08:17:18.000;Morning
Astoria;Coffee;Latte;Barista Espresso;3,75;1;2023/05/31;Wed;May;8;Weekday;08:44:14.000;Morning
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/05/31;Wed;May;10;Weekday;10:20:15.000;Morning
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/05/31;Wed;May;11;Weekday;11:21:54.000;Morning
Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;1,6;1;2023/05/31;Wed;May;12;Weekday;12:47:54.000;Afternoon
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/05/31;Wed;May;14;Weekday;14:07:15.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/05/31;Wed;May;17;Weekday;17:21:31.000;Evening
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/05/31;Wed;May;18;Weekday;18:05:33.000;Evening
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/01;Thu;Jun;8;Weekday;08:33:08.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/06/01;Thu;Jun;11;Weekday;11:03:25.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/06/01;Thu;Jun;12;Weekday;12:36:57.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/06/01;Thu;Jun;12;Weekday;12:45:56.000;Afternoon
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/06/01;Thu;Jun;13;Weekday;13:17:32.000;Afternoon
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/06/01;Thu;Jun;14;Weekday;14:34:03.000;Afternoon
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/06/01;Thu;Jun;14;Weekday;14:51:44.000;Afternoon
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/06/01;Thu;Jun;15;Weekday;15:10:55.000;Afternoon
Astoria;Coffee;Cappuccino Lg;Barista Espresso;8,5;1;2023/06/01;Thu;Jun;15;Weekday;15:34:10.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/06/01;Thu;Jun;15;Weekday;15:53:25.000;Afternoon
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/01;Thu;Jun;16;Weekday;16:43:33.000;Evening
Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/06/01;Thu;Jun;17;Weekday;17:52:42.000;Evening
Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/06/01;Thu;Jun;18;Weekday;18:21:22.000;Evening
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/01;Thu;Jun;19;Weekday;19:22:39.000;Evening
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/06/02;Fri;Jun;9;Weekday;09:09:38.000;Morning
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/06/02;Fri;Jun;9;Weekday;09:26:47.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/06/02;Fri;Jun;11;Weekday;11:10:42.000;Morning
Lower Manhattan;Coffee;Latte;Barista Espresso;3,75;1;2023/06/02;Fri;Jun;11;Weekday;11:24:42.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/02;Fri;Jun;11;Weekday;11:25:18.000;Morning
Lower Manhattan;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/06/02;Fri;Jun;11;Weekday;11:39:11.000;Morning
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/02;Fri;Jun;13;Weekday;13:30:25.000;Afternoon
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/02;Fri;Jun;13;Weekday;13:45:53.000;Afternoon
Astoria;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/06/02;Fri;Jun;13;Weekday;13:59:49.000;Afternoon
Astoria;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/02;Fri;Jun;14;Weekday;14:08:49.000;Afternoon
Astoria;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/02;Fri;Jun;14;Weekday;14:53:46.000;Afternoon
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;3;1;2023/06/02;Fri;Jun;14;Weekday;14:54:40.000;Afternoon
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;3;1;2023/06/02;Fri;Jun;16;Weekday;16:05:57.000;Evening
Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/06/02;Fri;Jun;16;Weekday;16:20:32.000;Evening
Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/06/02;Fri;Jun;16;Weekday;16:35:49.000;Evening
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/06/02;Fri;Jun;17;Weekday;17:18:26.000;Evening
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/06/02;Fri;Jun;18;Weekday;18:19:24.000;Evening
Astoria;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/06/02;Fri;Jun;19;Weekday;19:12:48.000;Evening
Astoria;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/06/02;Fri;Jun;19;Weekday;19:51:25.000;Evening
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/06/03;Sat;Jun;7;Weekend;07:07:48.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/06/03;Sat;Jun;7;Weekend;07:46:17.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/06/03;Sat;Jun;8;Weekend;08:16:14.000;Morning
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/03;Sat;Jun;8;Weekend;08:32:08.000;Morning
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/03;Sat;Jun;9;Weekend;09:27:13.000;Morning
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/06/03;Sat;Jun;11;Weekend;11:12:05.000;Morning
Astoria;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/06/03;Sat;Jun;11;Weekend;11:27:56.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/06/03;Sat;Jun;11;Weekend;11:53:12.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/06/03;Sat;Jun;11;Weekend;11:58:19.000;Morning
Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/03;Sat;Jun;13;Weekend;13:01:11.000;Afternoon
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/06/03;Sat;Jun;13;Weekend;13:17:20.000;Afternoon
